timestamp,cpu,voltage,cpu_z,voltage_z,relation_signal,label,mdissid_similarity_score,mdissid_threshold,is_anomaly,mdissid_dim0_score,mdissid_dim1_score,anomaly_region_id
2025-10-16 04:17:00,32.246025,11.904,-191.6183031186072,0.0,-191.6183031186072,0,0.0,0.5,0,0.17994468,0.11251852,-1
2025-10-16 04:17:30,36.153631,12.0,-150.15193004903153,1.174785691940914,-148.97714435709062,0,0.0,0.5,0,0.17138569,0.069888294,-1
2025-10-16 04:18:00,36.050874,12.0,-151.2423573074374,1.174785691940914,-150.0675716154965,0,0.0,0.5,0,0.19636273,0.100182764,-1
2025-10-16 04:18:30,32.412001000000004,12.0,-189.8570143047923,1.174785691940914,-188.6822286128514,0,0.0,0.5,0,0.22219364,0.11984441,-1
2025-10-16 04:19:00,32.892366,12.0,-184.7595212874393,1.174785691940914,-183.5847355954984,0,0.0,0.5,0,0.17260481,0.13195166,-1
2025-10-16 04:19:30,36.136653,12.0,-150.3320956240601,1.174785691940914,-149.15730993211918,0,0.0,0.5,0,0.17096484,0.15096743,-1
2025-10-16 04:20:00,35.548091,12.0,-156.5777435902511,1.174785691940914,-155.40295789831018,0,0.0,0.5,0,0.20668195,0.17411952,-1
2025-10-16 04:20:30,32.147221,12.0,-192.66678229607965,1.174785691940914,-191.49199660413873,0,0.0,0.5,0,0.22691165,0.16195157,-1
2025-10-16 04:21:00,33.354519999999994,12.0,-179.85527808083242,1.174785691940914,-178.6804923888915,0,0.0,0.5,0,0.18397583,0.13991965,-1
2025-10-16 04:21:30,36.766776,12.0,-143.64541446999283,1.174785691940914,-142.47062877805192,0,0.0,0.5,0,0.18347728,0.121433586,-1
2025-10-16 04:22:00,35.061283,11.904,-161.74360784095956,0.0,-161.74360784095956,0,0.0,0.5,0,0.20992152,0.13953358,-1
2025-10-16 04:22:30,31.983277,11.904,-194.40650811964488,0.0,-194.40650811964488,0,0.0,0.5,0,0.21624528,0.14297807,-1
